year,sciname,cat,cat_txt,cat_score
2016,Leptastrea bewickensis,NT,Near Threatened,0.2
2017,Leptastrea bewickensis,NT,Near Threatened,0.2
2018,Leptastrea bewickensis,NT,Near Threatened,0.2
2019,Leptastrea bewickensis,NT,Near Threatened,0.2
2020,Leptastrea bewickensis,NT,Near Threatened,0.2
2008,Leptastrea pruinosa,LC,Least Concern,0
2009,Leptastrea pruinosa,LC,Least Concern,0
2010,Leptastrea pruinosa,LC,Least Concern,0
2011,Leptastrea pruinosa,LC,Least Concern,0
2012,Leptastrea pruinosa,LC,Least Concern,0
2013,Leptastrea pruinosa,LC,Least Concern,0
2014,Leptastrea pruinosa,LC,Least Concern,0
2015,Leptastrea pruinosa,LC,Least Concern,0
2016,Leptastrea pruinosa,LC,Least Concern,0
2017,Leptastrea pruinosa,LC,Least Concern,0
2018,Leptastrea pruinosa,LC,Least Concern,0
2019,Leptastrea pruinosa,LC,Least Concern,0
2020,Leptastrea pruinosa,LC,Least Concern,0
2008,Leptastrea purpurea,LC,Least Concern,0
2009,Leptastrea purpurea,LC,Least Concern,0
2010,Leptastrea purpurea,LC,Least Concern,0
2011,Leptastrea purpurea,LC,Least Concern,0
2012,Leptastrea purpurea,LC,Least Concern,0
2013,Leptastrea purpurea,LC,Least Concern,0
2014,Leptastrea purpurea,LC,Least Concern,0
2015,Leptastrea purpurea,LC,Least Concern,0
2016,Leptastrea purpurea,LC,Least Concern,0
2017,Leptastrea purpurea,LC,Least Concern,0
2018,Leptastrea purpurea,LC,Least Concern,0
2019,Leptastrea purpurea,LC,Least Concern,0
2020,Leptastrea purpurea,LC,Least Concern,0
2008,Leptastrea transversa,LC,Least Concern,0
2009,Leptastrea transversa,LC,Least Concern,0
2010,Leptastrea transversa,LC,Least Concern,0
2011,Leptastrea transversa,LC,Least Concern,0
2012,Leptastrea transversa,LC,Least Concern,0
2013,Leptastrea transversa,LC,Least Concern,0
2014,Leptastrea transversa,LC,Least Concern,0
2015,Leptastrea transversa,LC,Least Concern,0
2016,Leptastrea transversa,LC,Least Concern,0
2017,Leptastrea transversa,LC,Least Concern,0
2018,Leptastrea transversa,LC,Least Concern,0
2019,Leptastrea transversa,LC,Least Concern,0
2020,Leptastrea transversa,LC,Least Concern,0
2010,Macropharyngodon meleagris,LC,Least Concern,0
2011,Macropharyngodon meleagris,LC,Least Concern,0
2012,Macropharyngodon meleagris,LC,Least Concern,0
2013,Macropharyngodon meleagris,LC,Least Concern,0
2014,Macropharyngodon meleagris,LC,Least Concern,0
2015,Macropharyngodon meleagris,LC,Least Concern,0
2016,Macropharyngodon meleagris,LC,Least Concern,0
2017,Macropharyngodon meleagris,LC,Least Concern,0
2018,Macropharyngodon meleagris,LC,Least Concern,0
2019,Macropharyngodon meleagris,LC,Least Concern,0
2020,Macropharyngodon meleagris,LC,Least Concern,0
2011,Makaira nigricans,VU,Vulnerable,0.4
2012,Makaira nigricans,VU,Vulnerable,0.4
2013,Makaira nigricans,VU,Vulnerable,0.4
2014,Makaira nigricans,VU,Vulnerable,0.4
2015,Makaira nigricans,VU,Vulnerable,0.4
2016,Makaira nigricans,VU,Vulnerable,0.4
2017,Makaira nigricans,VU,Vulnerable,0.4
2018,Makaira nigricans,VU,Vulnerable,0.4
2019,Makaira nigricans,VU,Vulnerable,0.4
2020,Makaira nigricans,VU,Vulnerable,0.4
2015,Megachasma pelagios,LC,Least Concern,0
2016,Megachasma pelagios,LC,Least Concern,0
2017,Megachasma pelagios,LC,Least Concern,0
2018,Megachasma pelagios,LC,Least Concern,0
2019,Megachasma pelagios,LC,Least Concern,0
2020,Megachasma pelagios,LC,Least Concern,0
2000,Megaptera novaeangliae,VU,Vulnerable,0.4
2001,Megaptera novaeangliae,VU,Vulnerable,0.4
2002,Megaptera novaeangliae,VU,Vulnerable,0.4
2003,Megaptera novaeangliae,VU,Vulnerable,0.4
2004,Megaptera novaeangliae,VU,Vulnerable,0.4
2005,Megaptera novaeangliae,VU,Vulnerable,0.4
2006,Megaptera novaeangliae,VU,Vulnerable,0.4
2007,Megaptera novaeangliae,VU,Vulnerable,0.4
2008,Megaptera novaeangliae,LC,Least Concern,0
2009,Megaptera novaeangliae,LC,Least Concern,0
2010,Megaptera novaeangliae,LC,Least Concern,0
2011,Megaptera novaeangliae,LC,Least Concern,0
2012,Megaptera novaeangliae,LC,Least Concern,0
2013,Megaptera novaeangliae,LC,Least Concern,0
2014,Megaptera novaeangliae,LC,Least Concern,0
2015,Megaptera novaeangliae,LC,Least Concern,0
2016,Megaptera novaeangliae,LC,Least Concern,0
2017,Megaptera novaeangliae,LC,Least Concern,0
2018,Megaptera novaeangliae,LC,Least Concern,0
2019,Megaptera novaeangliae,LC,Least Concern,0
2020,Megaptera novaeangliae,LC,Least Concern,0
2011,Mobula alfredi,VU,Vulnerable,0.4
2012,Mobula alfredi,VU,Vulnerable,0.4
2013,Mobula alfredi,VU,Vulnerable,0.4
2014,Mobula alfredi,VU,Vulnerable,0.4
2015,Mobula alfredi,VU,Vulnerable,0.4
2016,Mobula alfredi,VU,Vulnerable,0.4
2017,Mobula alfredi,VU,Vulnerable,0.4
2018,Mobula alfredi,VU,Vulnerable,0.4
2019,Mobula alfredi,VU,Vulnerable,0.4
2020,Mobula alfredi,VU,Vulnerable,0.4
2011,Mobula birostris,VU,Vulnerable,0.4
2012,Mobula birostris,VU,Vulnerable,0.4
2013,Mobula birostris,VU,Vulnerable,0.4
2014,Mobula birostris,VU,Vulnerable,0.4
2015,Mobula birostris,VU,Vulnerable,0.4
2016,Mobula birostris,VU,Vulnerable,0.4
2017,Mobula birostris,VU,Vulnerable,0.4
2018,Mobula birostris,VU,Vulnerable,0.4
2019,Mobula birostris,VU,Vulnerable,0.4
2020,Mobula birostris,VU,Vulnerable,0.4
2008,Montastrea curta,LC,Least Concern,0
2009,Montastrea curta,LC,Least Concern,0
2010,Montastrea curta,LC,Least Concern,0
2011,Montastrea curta,LC,Least Concern,0
2012,Montastrea curta,LC,Least Concern,0
2013,Montastrea curta,LC,Least Concern,0
2014,Montastrea curta,LC,Least Concern,0
2015,Montastrea curta,LC,Least Concern,0
2016,Montastrea curta,LC,Least Concern,0
2017,Montastrea curta,LC,Least Concern,0
2018,Montastrea curta,LC,Least Concern,0
2019,Montastrea curta,LC,Least Concern,0
2020,Montastrea curta,LC,Least Concern,0
2008,Montastrea valenciennesi,NT,Near Threatened,0.2
2009,Montastrea valenciennesi,NT,Near Threatened,0.2
2010,Montastrea valenciennesi,NT,Near Threatened,0.2
2011,Montastrea valenciennesi,NT,Near Threatened,0.2
2012,Montastrea valenciennesi,NT,Near Threatened,0.2
2013,Montastrea valenciennesi,NT,Near Threatened,0.2
2014,Montastrea valenciennesi,NT,Near Threatened,0.2
2015,Montastrea valenciennesi,NT,Near Threatened,0.2
2016,Montastrea valenciennesi,NT,Near Threatened,0.2
2017,Montastrea valenciennesi,NT,Near Threatened,0.2
2018,Montastrea valenciennesi,NT,Near Threatened,0.2
2019,Montastrea valenciennesi,NT,Near Threatened,0.2
2020,Montastrea valenciennesi,NT,Near Threatened,0.2
2008,Montipora aequituberculata,LC,Least Concern,0
2009,Montipora aequituberculata,LC,Least Concern,0
2010,Montipora aequituberculata,LC,Least Concern,0
2011,Montipora aequituberculata,LC,Least Concern,0
2012,Montipora aequituberculata,LC,Least Concern,0
2013,Montipora aequituberculata,LC,Least Concern,0
2014,Montipora aequituberculata,LC,Least Concern,0
2015,Montipora aequituberculata,LC,Least Concern,0
2016,Montipora aequituberculata,LC,Least Concern,0
2017,Montipora aequituberculata,LC,Least Concern,0
2018,Montipora aequituberculata,LC,Least Concern,0
2019,Montipora aequituberculata,LC,Least Concern,0
2020,Montipora aequituberculata,LC,Least Concern,0
2008,Montipora calcarea,VU,Vulnerable,0.4
2009,Montipora calcarea,VU,Vulnerable,0.4
2010,Montipora calcarea,VU,Vulnerable,0.4
2011,Montipora calcarea,VU,Vulnerable,0.4
2012,Montipora calcarea,VU,Vulnerable,0.4
2013,Montipora calcarea,VU,Vulnerable,0.4
2014,Montipora calcarea,VU,Vulnerable,0.4
2015,Montipora calcarea,VU,Vulnerable,0.4
2016,Montipora calcarea,VU,Vulnerable,0.4
2017,Montipora calcarea,VU,Vulnerable,0.4
2018,Montipora calcarea,VU,Vulnerable,0.4
2019,Montipora calcarea,VU,Vulnerable,0.4
2020,Montipora calcarea,VU,Vulnerable,0.4
2008,Montipora capitata,NT,Near Threatened,0.2
2009,Montipora capitata,NT,Near Threatened,0.2
2010,Montipora capitata,NT,Near Threatened,0.2
2011,Montipora capitata,NT,Near Threatened,0.2
2012,Montipora capitata,NT,Near Threatened,0.2
2013,Montipora capitata,NT,Near Threatened,0.2
2014,Montipora capitata,NT,Near Threatened,0.2
2015,Montipora capitata,NT,Near Threatened,0.2
2016,Montipora capitata,NT,Near Threatened,0.2
2017,Montipora capitata,NT,Near Threatened,0.2
2018,Montipora capitata,NT,Near Threatened,0.2
2019,Montipora capitata,NT,Near Threatened,0.2
2020,Montipora capitata,NT,Near Threatened,0.2
2008,Montipora foveolata,NT,Near Threatened,0.2
2009,Montipora foveolata,NT,Near Threatened,0.2
2010,Montipora foveolata,NT,Near Threatened,0.2
2011,Montipora foveolata,NT,Near Threatened,0.2
2012,Montipora foveolata,NT,Near Threatened,0.2
2013,Montipora foveolata,NT,Near Threatened,0.2
2014,Montipora foveolata,NT,Near Threatened,0.2
2015,Montipora foveolata,NT,Near Threatened,0.2
2016,Montipora foveolata,NT,Near Threatened,0.2
2017,Montipora foveolata,NT,Near Threatened,0.2
2018,Montipora foveolata,NT,Near Threatened,0.2
2019,Montipora foveolata,NT,Near Threatened,0.2
2020,Montipora foveolata,NT,Near Threatened,0.2
2008,Montipora hoffmeisteri,LC,Least Concern,0
2009,Montipora hoffmeisteri,LC,Least Concern,0
2010,Montipora hoffmeisteri,LC,Least Concern,0
2011,Montipora hoffmeisteri,LC,Least Concern,0
2012,Montipora hoffmeisteri,LC,Least Concern,0
2013,Montipora hoffmeisteri,LC,Least Concern,0
2014,Montipora hoffmeisteri,LC,Least Concern,0
2015,Montipora hoffmeisteri,LC,Least Concern,0
2016,Montipora hoffmeisteri,LC,Least Concern,0
2017,Montipora hoffmeisteri,LC,Least Concern,0
2018,Montipora hoffmeisteri,LC,Least Concern,0
2019,Montipora hoffmeisteri,LC,Least Concern,0
2020,Montipora hoffmeisteri,LC,Least Concern,0
2008,Montipora incrassata,NT,Near Threatened,0.2
2009,Montipora incrassata,NT,Near Threatened,0.2
2010,Montipora incrassata,NT,Near Threatened,0.2
2011,Montipora incrassata,NT,Near Threatened,0.2
2012,Montipora incrassata,NT,Near Threatened,0.2
2013,Montipora incrassata,NT,Near Threatened,0.2
2014,Montipora incrassata,NT,Near Threatened,0.2
2015,Montipora incrassata,NT,Near Threatened,0.2
2016,Montipora incrassata,NT,Near Threatened,0.2
2017,Montipora incrassata,NT,Near Threatened,0.2
2018,Montipora incrassata,NT,Near Threatened,0.2
2019,Montipora incrassata,NT,Near Threatened,0.2
2020,Montipora incrassata,NT,Near Threatened,0.2
2008,Montipora informis,LC,Least Concern,0
2009,Montipora informis,LC,Least Concern,0
2010,Montipora informis,LC,Least Concern,0
2011,Montipora informis,LC,Least Concern,0
2012,Montipora informis,LC,Least Concern,0
2013,Montipora informis,LC,Least Concern,0
2014,Montipora informis,LC,Least Concern,0
2015,Montipora informis,LC,Least Concern,0
2016,Montipora informis,LC,Least Concern,0
2017,Montipora informis,LC,Least Concern,0
2018,Montipora informis,LC,Least Concern,0
2019,Montipora informis,LC,Least Concern,0
2020,Montipora informis,LC,Least Concern,0
2008,Montipora monasteriata,LC,Least Concern,0
2009,Montipora monasteriata,LC,Least Concern,0
2010,Montipora monasteriata,LC,Least Concern,0
2011,Montipora monasteriata,LC,Least Concern,0
2012,Montipora monasteriata,LC,Least Concern,0
2013,Montipora monasteriata,LC,Least Concern,0
2014,Montipora monasteriata,LC,Least Concern,0
2015,Montipora monasteriata,LC,Least Concern,0
2016,Montipora monasteriata,LC,Least Concern,0
2017,Montipora monasteriata,LC,Least Concern,0
2018,Montipora monasteriata,LC,Least Concern,0
2019,Montipora monasteriata,LC,Least Concern,0
2020,Montipora monasteriata,LC,Least Concern,0
2008,Montipora peltiformis,NT,Near Threatened,0.2
2009,Montipora peltiformis,NT,Near Threatened,0.2
2010,Montipora peltiformis,NT,Near Threatened,0.2
2011,Montipora peltiformis,NT,Near Threatened,0.2
2012,Montipora peltiformis,NT,Near Threatened,0.2
2013,Montipora peltiformis,NT,Near Threatened,0.2
2014,Montipora peltiformis,NT,Near Threatened,0.2
2015,Montipora peltiformis,NT,Near Threatened,0.2
2016,Montipora peltiformis,NT,Near Threatened,0.2
2017,Montipora peltiformis,NT,Near Threatened,0.2
2018,Montipora peltiformis,NT,Near Threatened,0.2
2019,Montipora peltiformis,NT,Near Threatened,0.2
2020,Montipora peltiformis,NT,Near Threatened,0.2
2008,Montipora tuberculosa,LC,Least Concern,0
2009,Montipora tuberculosa,LC,Least Concern,0
2010,Montipora tuberculosa,LC,Least Concern,0
2011,Montipora tuberculosa,LC,Least Concern,0
2012,Montipora tuberculosa,LC,Least Concern,0
2013,Montipora tuberculosa,LC,Least Concern,0
2014,Montipora tuberculosa,LC,Least Concern,0
2015,Montipora tuberculosa,LC,Least Concern,0
2016,Montipora tuberculosa,LC,Least Concern,0
2017,Montipora tuberculosa,LC,Least Concern,0
2018,Montipora tuberculosa,LC,Least Concern,0
2019,Montipora tuberculosa,LC,Least Concern,0
2020,Montipora tuberculosa,LC,Least Concern,0
2008,Montipora turgescens,LC,Least Concern,0
2009,Montipora turgescens,LC,Least Concern,0
2010,Montipora turgescens,LC,Least Concern,0
2011,Montipora turgescens,LC,Least Concern,0
2012,Montipora turgescens,LC,Least Concern,0
2013,Montipora turgescens,LC,Least Concern,0
2014,Montipora turgescens,LC,Least Concern,0
2015,Montipora turgescens,LC,Least Concern,0
2016,Montipora turgescens,LC,Least Concern,0
2017,Montipora turgescens,LC,Least Concern,0
2018,Montipora turgescens,LC,Least Concern,0
2019,Montipora turgescens,LC,Least Concern,0
2020,Montipora turgescens,LC,Least Concern,0
2008,Montipora verrucosa,LC,Least Concern,0
2009,Montipora verrucosa,LC,Least Concern,0
2010,Montipora verrucosa,LC,Least Concern,0
2011,Montipora verrucosa,LC,Least Concern,0
2012,Montipora verrucosa,LC,Least Concern,0
2013,Montipora verrucosa,LC,Least Concern,0
2014,Montipora verrucosa,LC,Least Concern,0
2015,Montipora verrucosa,LC,Least Concern,0
2016,Montipora verrucosa,LC,Least Concern,0
2017,Montipora verrucosa,LC,Least Concern,0
2018,Montipora verrucosa,LC,Least Concern,0
2019,Montipora verrucosa,LC,Least Concern,0
2020,Montipora verrucosa,LC,Least Concern,0
2012,Naso brevirostris,LC,Least Concern,0
2013,Naso brevirostris,LC,Least Concern,0
2014,Naso brevirostris,LC,Least Concern,0
2015,Naso brevirostris,LC,Least Concern,0
2016,Naso brevirostris,LC,Least Concern,0
2017,Naso brevirostris,LC,Least Concern,0
2018,Naso brevirostris,LC,Least Concern,0
2019,Naso brevirostris,LC,Least Concern,0
2020,Naso brevirostris,LC,Least Concern,0
2012,Naso hexacanthus,LC,Least Concern,0
2013,Naso hexacanthus,LC,Least Concern,0
2014,Naso hexacanthus,LC,Least Concern,0
2015,Naso hexacanthus,LC,Least Concern,0
2016,Naso hexacanthus,LC,Least Concern,0
2017,Naso hexacanthus,LC,Least Concern,0
2018,Naso hexacanthus,LC,Least Concern,0
2019,Naso hexacanthus,LC,Least Concern,0
2020,Naso hexacanthus,LC,Least Concern,0
2012,Naso lituratus,LC,Least Concern,0
2013,Naso lituratus,LC,Least Concern,0
2014,Naso lituratus,LC,Least Concern,0
2015,Naso lituratus,LC,Least Concern,0
2016,Naso lituratus,LC,Least Concern,0
2017,Naso lituratus,LC,Least Concern,0
2018,Naso lituratus,LC,Least Concern,0
2019,Naso lituratus,LC,Least Concern,0
2020,Naso lituratus,LC,Least Concern,0
2012,Naso unicornis,LC,Least Concern,0
2013,Naso unicornis,LC,Least Concern,0
2014,Naso unicornis,LC,Least Concern,0
2015,Naso unicornis,LC,Least Concern,0
2016,Naso unicornis,LC,Least Concern,0
2017,Naso unicornis,LC,Least Concern,0
2018,Naso unicornis,LC,Least Concern,0
2019,Naso unicornis,LC,Least Concern,0
2020,Naso unicornis,LC,Least Concern,0
2010,Naso vlamingii,LC,Least Concern,0
2011,Naso vlamingii,LC,Least Concern,0
2012,Naso vlamingii,LC,Least Concern,0
2013,Naso vlamingii,LC,Least Concern,0
2014,Naso vlamingii,LC,Least Concern,0
2015,Naso vlamingii,LC,Least Concern,0
2016,Naso vlamingii,LC,Least Concern,0
2017,Naso vlamingii,LC,Least Concern,0
2018,Naso vlamingii,LC,Least Concern,0
2019,Naso vlamingii,LC,Least Concern,0
2020,Naso vlamingii,LC,Least Concern,0
2000,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2001,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2002,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2003,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2004,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2005,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2006,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2007,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2008,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2009,Nesofregetta fuliginosa,VU,Vulnerable,0.4
2010,Nesofregetta fuliginosa,EN,Endangered,0.6
2011,Nesofregetta fuliginosa,EN,Endangered,0.6
2012,Nesofregetta fuliginosa,EN,Endangered,0.6
2013,Nesofregetta fuliginosa,EN,Endangered,0.6
2014,Nesofregetta fuliginosa,EN,Endangered,0.6
2015,Nesofregetta fuliginosa,EN,Endangered,0.6
2016,Nesofregetta fuliginosa,EN,Endangered,0.6
2017,Nesofregetta fuliginosa,EN,Endangered,0.6
2018,Nesofregetta fuliginosa,EN,Endangered,0.6
2019,Nesofregetta fuliginosa,EN,Endangered,0.6
2020,Nesofregetta fuliginosa,EN,Endangered,0.6
2010,Novaculichthys taeniourus,LC,Least Concern,0
2011,Novaculichthys taeniourus,LC,Least Concern,0
2012,Novaculichthys taeniourus,LC,Least Concern,0
2013,Novaculichthys taeniourus,LC,Least Concern,0
2014,Novaculichthys taeniourus,LC,Least Concern,0
2015,Novaculichthys taeniourus,LC,Least Concern,0
2016,Novaculichthys taeniourus,LC,Least Concern,0
2017,Novaculichthys taeniourus,LC,Least Concern,0
2018,Novaculichthys taeniourus,LC,Least Concern,0
2019,Novaculichthys taeniourus,LC,Least Concern,0
2020,Novaculichthys taeniourus,LC,Least Concern,0
2000,Oceanites oceanicus,LC,Lower Risk/least concern,0
2001,Oceanites oceanicus,LC,Lower Risk/least concern,0
2002,Oceanites oceanicus,LC,Lower Risk/least concern,0
2003,Oceanites oceanicus,LC,Lower Risk/least concern,0
2004,Oceanites oceanicus,LC,Least Concern,0
2005,Oceanites oceanicus,LC,Least Concern,0
2006,Oceanites oceanicus,LC,Least Concern,0
2007,Oceanites oceanicus,LC,Least Concern,0
2008,Oceanites oceanicus,LC,Least Concern,0
2009,Oceanites oceanicus,LC,Least Concern,0
2010,Oceanites oceanicus,LC,Least Concern,0
2011,Oceanites oceanicus,LC,Least Concern,0
2012,Oceanites oceanicus,LC,Least Concern,0
2013,Oceanites oceanicus,LC,Least Concern,0
2014,Oceanites oceanicus,LC,Least Concern,0
2015,Oceanites oceanicus,LC,Least Concern,0
2016,Oceanites oceanicus,LC,Least Concern,0
2017,Oceanites oceanicus,LC,Least Concern,0
2018,Oceanites oceanicus,LC,Least Concern,0
2019,Oceanites oceanicus,LC,Least Concern,0
2020,Oceanites oceanicus,LC,Least Concern,0
2014,Omobranchus obliquus,LC,Least Concern,0
2015,Omobranchus obliquus,LC,Least Concern,0
2016,Omobranchus obliquus,LC,Least Concern,0
2017,Omobranchus obliquus,LC,Least Concern,0
2018,Omobranchus obliquus,LC,Least Concern,0
2019,Omobranchus obliquus,LC,Least Concern,0
2020,Omobranchus obliquus,LC,Least Concern,0
2000,Onychoprion fuscatus,LC,Lower Risk/least concern,0
2001,Onychoprion fuscatus,LC,Lower Risk/least concern,0
2002,Onychoprion fuscatus,LC,Lower Risk/least concern,0
2003,Onychoprion fuscatus,LC,Lower Risk/least concern,0
2004,Onychoprion fuscatus,LC,Least Concern,0
2005,Onychoprion fuscatus,LC,Least Concern,0
2006,Onychoprion fuscatus,LC,Least Concern,0
2007,Onychoprion fuscatus,LC,Least Concern,0
2008,Onychoprion fuscatus,LC,Least Concern,0
2009,Onychoprion fuscatus,LC,Least Concern,0
2010,Onychoprion fuscatus,LC,Least Concern,0
2011,Onychoprion fuscatus,LC,Least Concern,0
2012,Onychoprion fuscatus,LC,Least Concern,0
2013,Onychoprion fuscatus,LC,Least Concern,0
2014,Onychoprion fuscatus,LC,Least Concern,0
2015,Onychoprion fuscatus,LC,Least Concern,0
2016,Onychoprion fuscatus,LC,Least Concern,0
2017,Onychoprion fuscatus,LC,Least Concern,0
2018,Onychoprion fuscatus,LC,Least Concern,0
2019,Onychoprion fuscatus,LC,Least Concern,0
2020,Onychoprion fuscatus,LC,Least Concern,0
2000,Onychoprion lunatus,LC,Lower Risk/least concern,0
2001,Onychoprion lunatus,LC,Lower Risk/least concern,0
2002,Onychoprion lunatus,LC,Lower Risk/least concern,0
2003,Onychoprion lunatus,LC,Lower Risk/least concern,0
2004,Onychoprion lunatus,LC,Least Concern,0
2005,Onychoprion lunatus,LC,Least Concern,0
2006,Onychoprion lunatus,LC,Least Concern,0
2007,Onychoprion lunatus,LC,Least Concern,0
2008,Onychoprion lunatus,LC,Least Concern,0
2009,Onychoprion lunatus,LC,Least Concern,0
2010,Onychoprion lunatus,LC,Least Concern,0
2011,Onychoprion lunatus,LC,Least Concern,0
2012,Onychoprion lunatus,LC,Least Concern,0
2013,Onychoprion lunatus,LC,Least Concern,0
2014,Onychoprion lunatus,LC,Least Concern,0
2015,Onychoprion lunatus,LC,Least Concern,0
2016,Onychoprion lunatus,LC,Least Concern,0
2017,Onychoprion lunatus,LC,Least Concern,0
2018,Onychoprion lunatus,LC,Least Concern,0
2019,Onychoprion lunatus,LC,Least Concern,0
2020,Onychoprion lunatus,LC,Least Concern,0
2000,Orcinus orca,CD,Lower Risk/conservation dependent,0.3
2001,Orcinus orca,CD,Lower Risk/conservation dependent,0.3
